Particles,ll,Algorithm
500,899.7561693683051,Twisted
500,902.1163401355458,Twisted
500,900.6098493502893,Twisted
500,901.6039536243148,Twisted
500,902.0669821870233,Twisted
500,900.0789472945652,Twisted
500,898.991556822204,Twisted
500,901.1193162660644,Twisted
500,900.4542048934354,Twisted
500,898.8066657174824,Twisted
500,900.2414212106378,Twisted
500,900.5706366134766,Twisted
500,900.383613266576,Twisted
500,899.097196944746,Twisted
500,899.873671028124,Twisted
500,904.044349085347,Twisted
500,899.0678277049708,Twisted
500,900.2604481147695,Twisted
500,900.8170350616191,Twisted
500,899.9781566987881,Twisted
500,899.3696261773943,Twisted
500,900.2708275024931,Twisted
500,899.4092501013554,Twisted
500,901.5812745744529,Twisted
500,899.7060011273912,Twisted
500,898.1485785044432,Twisted
500,900.656834107287,Twisted
500,900.0120342346673,Twisted
500,899.5694215994198,Twisted
500,899.8575232424554,Twisted
500,902.353863408392,Twisted
500,900.1658857057913,Twisted
500,900.3290235127562,Twisted
500,900.8770155301894,Twisted
500,901.6202717911103,Twisted
500,900.8454571483336,Twisted
500,899.9360432716426,Twisted
500,902.4908481443293,Twisted
500,900.2550583875992,Twisted
500,901.1748638486488,Twisted
500,902.9052347220722,Twisted
500,900.9617014468658,Twisted

